question_id,question,answer,gemini-1.5,gpt-4o,qwen-plus,yi-lightning,360gpt2-pro,spark4.0-ultra,doubao-pro,moonshot-v1,hunyuan-turbo,glm-4-plus,ernie-4.0-turbo
9a8a8bf62b9546048d194993747c1598,WOFF 2.0 使用的压缩技术是什么？,Brotli,1,1,1,1,1,1,0,1,1,1,0
ffc20f88bfd34c42a2117c2313ac724a,硫-碘循环用于生产哪种气体？,氢气,1,1,1,0,0,0,1,0,0,1,1
de0a7fd9ebd24fa491cba3d06dc9c360,朱林定律描述液体在毛细管中上升的最大高度与毛细管的哪一特征成反比？,毛细管的直径,1,1,1,1,1,0,0,1,1,1,0
090a46709d20458dac02abc6f8d5e905,电化学原子力显微镜（ECAFM）主要用于研究哪种环境下的电极表面形貌？,电解质溶液,1,1,1,1,1,1,1,1,1,0,1
770d0d943e6f43369643de937adb1d31,段落符号“¶”的Unicode编码是什么？,U+00B6,1,1,1,1,1,0,1,1,1,1,1
5323511679614740aa554a516b7451f6,Georgia字体的设计师是谁？,马修·卡特（Matthew Carter）,1,1,1,1,1,1,0,1,1,1,1
3ecf3c9df680442cb89c21a3355ed12f,Consolas字体是哪一年设计出来的？,2006,0,0,1,0,0,0,0,0,0,0,0
ae486feb8693482fba1903f6cd464014,R-410A这一制冷剂最初是哪一年被联信开发的？,1991,1,1,1,1,1,1,1,0,1,0,0
63113eac22894d5b998daa1d24fb1ce9,GNU FreeFont的FreeSerif字体总共包含了多少个字？,10537,0,0,0,0,0,0,0,0,0,0,0
b45d49ed19064797bc7839c67b6d853d,八角星在Unicode中的字符是什么？,U+06DE,0,0,0,0,0,0,0,0,0,0,0
0af99d7a9dd2461c9c4796297bc4a671,巴塞尔造纸印刷博物馆位于哪个国家？,瑞士,1,1,1,1,1,1,1,1,1,1,1
8a3bb74fec7a40e692acc50500a511db,中易黑体是哪个公司制作的？,北京中易中标电子信息技术有限公司,0,1,0,1,0,1,0,1,1,1,1
4ea736f0c87a495b9f23d39514325a14,DejaVu 字体套件是哪一年创造的?,2004,1,1,1,1,1,0,0,0,0,1,0
eef1f464d3394d89bef3d6d4df3e57ba,随需列印概念是哪年由Xerox开发的DocuTech快速印刷机开始的？,1990年,1,1,0,1,0,0,0,0,0,1,0
0d89b85e43a845b48c1f94a89bdac8d61,世界上已知最早的木活字版印本是哪一部经典？,《吉祥遍至口和本续》,0,0,0,0,0,0,1,0,1,0,0
92c8d59e256d412cb5e7d006653f47f8,Liberation字体家族是哪家公司发行的？,Ascender Corporation,0,0,0,0,0,0,0,0,0,0,0
20b62ceb68384b619f90766394dd2da3,请问由德国人汉纳根（Constantin von Hanneken，1855年～1925年，原李鸿章的外籍顾问）创刊于清朝末期的天津中文报纸叫什么名字？,《直报》,0,0,0,0,0,1,1,0,1,0,1
2bc76dc45f26467c84690f245733856a,2014年哪个出版社购买了《西深境的彼方》的出版权？,Action Lab,1,0,0,0,0,0,0,0,0,0,0
29122fed3f2f4975947ee55c00216c96,人民日报最开始是在哪个省创刊的？,河北省,1,1,1,1,1,1,1,1,1,1,1
66971d956af84ca18d01f9772043c8fd,泸州邻玉长江大桥于哪一年通车？,2023,0,0,0,0,0,0,0,0,1,1,0
50695bea700b4133bdf9734513bf68c1,Unicode编码中巴厘语的编码范围是什么？,1B00-1B7F,1,1,1,1,1,1,0,1,0,1,1
7c069bae16094a6a8856b4a599824709,常用于制作N95口罩和环保购物袋的不织布主要以哪种聚合物为原料？,聚丙烯（Polypropylene）,1,1,1,1,1,1,1,1,1,1,1
9c1cee51f6a74adaa7c75b08b0a6b8ff,世界大地测量系统版本WGS84是在什么年份引入的？,1984,1,1,1,1,0,1,1,1,0,1,1
88a9d26582aa4d8591f9a20863673004,阿达大桥完成建设并对外开放的日期是哪一年？,2012,0,1,0,1,0,0,0,0,1,0,0
50334f6e191644249941c04a84db434f,在物理学中，能够在外力作用下发生形状或体积变化的物体称为什么？,变形体,1,0,0,0,1,0,0,1,1,1,0
484a909123a349d8a8a3decd60bfa73a,在建成埃菲尔铁塔之前，世界上最高的人造建筑是什么？,胡夫金字塔,0,0,0,0,0,0,0,0,0,1,1
4302f534858b43bba6a4a71f201bdbab,永久凋萎点（PWP）的物理学定义需要达到多少吸水压力下的土壤含水量？（请用bar为单位回答）,-15,1,0,1,0,1,0,0,0,1,1,0
03e2cd7037e84b63922b43bfd42b232e,截至2022年，世界上主跨最长的悬索桥是哪座桥？,1915恰纳卡莱大桥,0,1,1,1,1,0,1,0,0,0,0
b3575c758ded40f68430a263b31b1bd3,赤道一共穿过了多少个国家的领土？,14,1,0,0,0,0,0,0,1,0,0,0
8a7f2093bcb64e6e8907eb1ced7f917e,达西–威斯巴哈摩擦因子与范宁摩擦系数相比是几个倍数的关系？,4,1,1,1,1,1,1,1,0,0,0,1
de2d1d1fd11d4b62ad83841da0bd4da6,现存最早采用计里画方制图方法绘制的中国地图是哪一幅？,南宋石刻《禹迹图》,0,0,0,1,0,1,1,0,1,1,1
dc84cfc4c7264af6a684f385ee62af46,被称为“台湾吊桥大王”的林枝木首次建造的吊桥是哪一座？,平林吊桥,0,0,0,0,0,0,0,0,0,0,0
1e5c4ee39eab4f85896649e4e272a01e,极限状态设计法（LSD）也被称为何种设计法？,荷载与抵抗力因子设计法（LRFD）,0,0,0,0,0,0,1,0,1,0,0
770b447fe95c4109a2a022ff2c63a7d0,豪拉大桥是哪个国家的悬臂桥？,印度,0,1,0,1,1,1,1,0,1,1,1
d677729a96c64301be6e1488a2b0f660,聂建国在哪一年被选为中国工程院院士？,2013年,0,0,0,1,0,1,0,0,1,1,1
92ae9734ce0049f793068ec93f77cf74,台湾电力公司使用的电力座标是基于哪种投影座标系统编码的？,TWD67座标,0,0,0,0,0,0,0,0,1,1,1
464fd4370d3a4a40abeb19906a495f94,哪一学科研究地下水运动的基本理论并运用这些理论分析水文地质问题？,地下水动力学,0,0,0,1,0,0,0,0,1,0,0
31b4e96946944f3baeeae79c0d26b77e,被称为蓝色清真寺的建筑位于哪个国家？,土耳其,1,1,1,1,1,1,1,1,1,1,1
3aaac98db79d4905a8c4df87ebef1bd3,精密单点定位（Precise Point Positioning）主要依赖于哪两项数据进行误差修正以达到高精度定位？,精密卫星轨道和精密卫星钟差,0,1,1,1,1,1,1,0,1,1,1
fe788f11697c4f4485e9935cb9403a11,美国国家州际和国防公路法案是在哪一年启动的？,1956,1,1,1,1,1,1,1,1,1,1,1
a215f341c21b4dfc925e4688601a30d4,杜兰戈与锡尔弗顿窄轨铁路建于哪一年？,1882,1,1,0,1,0,0,0,0,0,0,0
f89fb5fea8874e4184982c5c86771e7b,研究中国艺术和建筑的美国学者威尔玛·坎农·费尔班克的中文名字是什么？,费慰梅,1,1,1,1,1,1,1,1,1,1,1
c60ea0f225874250a10758bf31e208be,在导线测量中，闭合导线形成的结构是什么样的几何形状？,闭合多边形,1,1,1,1,1,1,1,1,1,1,1
46036f072fca41e09c04760eab5b2dfc,ISO 216 是用于定义纸张的哪个特性？,尺寸,1,1,1,1,1,1,1,1,1,1,1
5e933019807f4f9495a5bc09769fbd02,被称为混凝土创造者、在1953年因减少笔画创造出简化字“砼”的中国结构学家是谁？,蔡方荫,0,0,0,1,1,1,1,1,1,1,1
9f05a997a0424257bd5387f29b76fa12,世界上第一座阿基米德桥样桥计划在哪个湖泊建立？,千岛湖,0,0,0,0,0,0,1,0,1,0,0
551610492e894950874dcc0889ce2638,阿卡汗建筑奖是由哪位个人创立的？,阿卡汗四世,1,1,1,1,1,1,1,1,1,1,1
d61570da2e194bfab72eb46545115dce,水磨石最早发源于哪个国家？,意大利,1,1,1,1,1,1,1,1,1,0,1
f768a6944e0e40639a6433113e71db84,Archicad软件是由哪家公司开发的？,Graphisoft,1,1,1,1,1,1,1,1,1,1,1
699b0be2ee1c49deb0ae88607bcb04ac,木骨架建筑技术最初在欧洲应用的时期是哪个世纪？,12世纪,0,1,0,1,0,0,1,0,0,0,0
83882b4641a2497aa333b3e88ed3b064,1988年在哪里举办了影响深远的解构主义建筑展览？,现代艺术博物馆,0,1,1,1,0,1,1,0,1,1,0
83c87ae7a0694a72836fe2d7a6a98c7d,单点定位模式中为了求解接收器位置至少需要同时观测多少颗卫星？,4,1,1,1,1,1,1,1,1,1,1,1
7d66b62a65444804b6124e5837ef238a,煤气灯成为流行照明光源的世纪是哪个？,19世纪,1,1,1,1,1,1,1,1,1,1,1
5a07ac5aadd647e6898da3bbcbc611f0,用来计算笛卡儿平面上任意多边形面积的数学公式被称为什么？,测量员公式,0,0,1,1,1,1,1,1,1,1,0
fcf8da3a7a2549ae9c41b19ade8d98e4,MeshLab首次发布于哪一年年底？,2005,0,1,0,1,0,1,1,0,1,1,1
7e5da8f856e443a796c29b6dfee743ac,Janet Katherine Allen于哪一年被美国机械工程师学会授予会士称号？,2005年,0,0,0,0,0,0,0,0,0,0,0
e842130bdea941c998caf23ce7983041,轧棉机是由哪位发明家在1793年发明的？,伊莱·惠特尼（Eli Whitney）,1,1,1,1,1,0,1,1,1,1,1
e12e84275fd440aea174bcea63bd5244,根据GB50489-2009《化工企业总图运输设计规范》在计算容积率时，当建筑物层高超过多少米的时候，该层建筑面积加倍计算？,8,1,1,0,1,0,1,1,1,1,0,1
3fb3af41f83a4add9ea3f2616a15692a,国际机构学与机器科学联合会成立于哪一年？,1969,0,1,0,0,0,0,1,1,1,1,0
60a66a1beb7d4cb4b119c817de952adb,古希腊科学家阿基米德用几何方法推导出杠杆原理的著作是什么？,论平面图形的平衡,1,1,1,1,0,1,1,1,1,1,1
d9346ecbf75c4b1bb22db16a7b333be9,世界上首部USB风扇是由哪家公司发明的？,E-lets公司,0,0,0,0,0,0,0,0,0,0,0
211a57d218c4434484266508644c623b,芝加哥建筑学派中，被称为'商业风格'的建筑在哪个世纪的80至90年代首次出现？,19世纪,1,1,1,1,1,1,1,1,1,1,1
4969a129486e4664b52e778b920fc90c,最早用于钟表机械的擒纵机制是谁开发的？,一行禅师,0,0,0,0,0,0,1,0,0,0,0
a4a9151d243149cc9192d1e19c4a0f7d,轮椅设有哪两种后轮的类型？,大轮和细轮,0,0,0,0,0,1,1,0,0,0,1
6099dbbfbfe64776af604a6495bd83f9,涂料（油漆）生产过程中对研磨漆浆进行稳定化的工艺过程被称为什么？,调漆,0,1,1,0,0,1,1,0,1,1,0
530e203319d6482a86c47075be0980de,鲁道夫·狄塞尔于哪一年发表了论文《替代蒸汽机和当今已知的燃烧机的理性热机的理论和构造》？,1893,1,1,0,1,1,0,1,0,1,1,0
8565da39d0154ad8a42f242c22d16523,查尔斯·阿尔杰农·帕森斯因哪种发明而知名？,蒸汽涡轮发动机,1,1,1,1,1,1,1,1,1,1,0
5502698ef243426cbb14e17575b6fce7,佩克莱特数中的特征长度符号是什么？,L,1,1,1,1,1,1,1,1,1,1,1
8daa87233537408f925477c67ccea342,越洋航空236号班机事件中，飞机是在哪个空军基地成功降落的？,拉日什空军基地,0,1,0,1,0,0,0,1,1,0,0
31789bc682984e3cb4545316c41715f5,在机械工程中，通过点或线的接触而构成的机构运动副被称为什么？,高副,0,0,1,1,1,0,1,0,1,0,1
efc6cbe1828d4871b3c346c5d1e4a9f9,获得ASME奖章和法兰克·布朗奖章的空调系统发明者是谁？,Willis Haviland Carrier,1,1,1,1,1,0,1,1,1,1,1
b00a8213efb347928a8d6917ed1e5db6,首台数控机床是在中国的哪个工厂试制成功的？,沈阳第一机床厂,0,1,0,1,0,0,1,1,0,0,1
e287f81e0f29434c8185dcca947c839f,使用氯仿作为溶剂的干冰溶剂浴的稳态温度是多少摄氏度？,-61,0,1,0,0,0,0,0,0,0,0,0
3259417d69864b2b93fbd7b2034056fd,威廉·珀金在哪一年取得了苯胺紫的专利权？,1856,1,1,1,1,1,1,1,1,1,1,1
5856eb24d929464fbea501b489e39017,转膛机炮通常使用的多膛室弹巢在设计上与哪种枪械类似？,左轮手枪,1,1,0,1,0,0,1,0,1,0,1
57d466b10c19489c89e60f38bd3fa799,印度航空182号班机空难的发生在哪一年？,1985,0,1,1,1,1,0,1,1,1,1,1
8fbba954f2894b1fa70e7e2d1886641e,布氏硬度试验是由哪位瑞典工程师提出的？,Johan August Brinell,1,1,1,1,0,1,1,0,1,1,1
209be25d2f8f4ce2b3f734c13439aef1,氧化石墨最早是由哪位化学家在1859年制得的？,本杰明·C·布罗迪（Benjamin C. Brodie）,0,1,0,1,0,0,1,0,1,0,1
90c6f20dff0d4730b1ab643554b968ff,麦可·法拉第是在哪一年发现了法拉第效应,1845,1,1,1,1,1,0,1,0,0,1,1
d2456798daaf4e7085579669b1f20871,Apollo V在2007年世界太阳能车挑战赛中获得了什么名次？,2,0,1,0,0,0,0,0,0,1,0,0
610b447813be4596934ddb1dc5995dbf,晶体生长过程中晶体需要在多少个空间维度上延伸？,3,1,1,1,1,1,1,1,1,1,1,1
8e6404b6efbb41c9897dadd1bb9a300d,谁于1880年发现了化学元素钆？,Jean Charles Galissard de Marignac,1,1,1,1,1,0,1,1,1,0,0
6164ef14097d480f9ce623d01f54e531,是谁首次在美国物理学会年会上提出”纳米技术“这一概念？,理查德·菲利普斯·费曼（Richard Phillips Feynman）,0,1,1,1,1,1,1,0,1,1,1
cda4c70a9ad640ada35328f1f63f406a,首个真正的航海钟是由哪位发明家研制的？,约翰·哈里森(John Harrison),1,1,1,1,1,1,1,1,1,1,0
9663ae7c16144c328b0fec515042d183,氯化钙的无水状态下的熔点是多少摄氏度？,772,1,0,0,1,0,0,1,0,0,1,0
171192adbae64c188eef1088b8cc33d4,1981年，什么的发明被广泛视为纳米元年,扫描隧道显微镜,1,1,1,1,1,1,1,1,1,1,1
54c6b9c6cd4a4e2782d67ab86d174e8f,纯铁属于哪一类金属材料？,铁基金属,0,0,1,0,1,0,0,0,0,0,0
adebd1128a8947f4acb61bb2b29d1dd1,中国材料研究学会是哪一年在北京成立的？,1991,0,1,1,1,1,0,1,1,1,1,0
d5d3bb2e8bfe42d08d644bcac4451762,在辐射下的材料科学中，晶格空位和间隙缺陷共同组成的点缺陷体被称为什么？,弗仑克尔缺陷,1,1,1,1,1,0,1,0,0,1,1
642670d89c714e67b29c42253ddf3213,按照1985年行政院环境保护署发布的《地面水体分类及水质标准》，陆域地面水体可以分类为几类,5,1,0,1,1,1,0,0,0,0,0,1
7496ba1725cd4d4a96abdd8ac590a53f,在共晶系统中，当共晶混合物被加热达到共晶温度时会发生什么反应？,共晶反应,1,0,0,0,0,1,1,1,1,1,0
f91be43d298e414db19b19c59d7623c4,志丹苑元代水闸遗址在哪一年被公布为全国重点文物保护单位？,2013,0,0,0,0,0,0,0,0,1,0,0
0ff56d367f4f4749b5fa157b018249f8,大气水发生器主要使用什么物理过程从空气中提取水蒸气？,冷凝,1,1,1,1,0,1,1,1,1,1,1
3bb9d169ec7449a8b7611ddb040dbc5c,间苯胺黄在分析化学中可用作什么类型的指示剂？,酸碱指示剂,1,1,1,1,1,1,1,1,1,1,1
bda33b7fa39947e58bc7f046600cf140,胡佛坝属于哪种类型的大坝？,重力拱坝,0,1,1,1,0,0,1,0,1,0,0
fd54669f3b10412c8fe28b3fae5e19cc,广州抽水蓄能电站的总装机容量是多少MW？,2400MW,0,1,1,1,1,1,1,0,1,1,0
f0ca608387214797a14be5f7fd4ddfdc,安德顿升船机最初建于哪一年？,1875,0,0,0,1,0,0,1,0,1,0,0
d5e78dce22fd49c79c6c8f3589de2896,洛杉矶引水渠的维护单位是什么？,洛杉矶水电局,1,1,1,1,1,1,0,1,1,1,0
05fd730d703f4ee8881cc1f1f582577c,四硫富瓦烯是由哪位科学家在1970年首次合成的？,Wudl,0,0,0,0,0,0,0,0,1,0,1
0d32e3f679fd4dd99ed8ba7b8cd6c3e2,香港街头艺术家严照棠以何种名称更广为人知？,渠王,0,0,0,0,0,0,0,0,1,0,0
41fdedeebd374e809267a515967d9167,首座在海南省建成的抽水蓄能电站是哪一座？,琼中抽水蓄能电站,0,1,1,1,1,0,1,0,1,1,1
ccd4c9f83934435da2b7bb2b347ac45c,水处理公司通用·贝迪公司最初是美国哪个州的公司?,宾夕法尼亚州,0,0,1,0,1,0,0,1,0,0,0
6652ba11ae574cb8ba6ba8f8236043d52,安丰塘（芍陂）被中华人民共和国国务院认定为全国重点文物保护单位的时间是哪一年？,1988,0,0,0,1,0,1,1,1,1,0,0
c37bb310655d433e902218932f925934,依据2018年统计，台湾每人平均每日自来水生活用水量是多少公升？,280,0,0,0,0,0,0,0,0,1,0,0
a2467ef2de7843fdae81eb834305a943,水力发电站中用于将水流动能转化为机械能的设备是什么？,水轮机,1,1,1,1,1,1,1,1,1,1,1
6652ba11ae574cb8ba6ba8f8236043d51,伊西洱库尔淖尔之战发生于哪一年？,1759,0,0,0,1,1,0,1,0,1,1,0
6652ba11ae574cb8ba6ba8f8236043d53,志丹苑元代水闸遗址被列为全国重点文物保护单位是在什哪一年？,2013,0,0,0,0,0,0,0,0,1,0,0
247676b9ccf04127aaf56c0f08dc59b4,普朗特数是以哪位德国力学家的名字命名的？,Ludwig Prandtl,0,1,1,1,1,1,1,1,1,1,1
ff65877f265443cea199f45030133a3a,塑料可以依加热后是否软化分为哪两种类型？,热塑性和热固性,1,1,1,1,1,1,1,1,1,1,1
4f8ea6f424014bbd8f2ff14978d92f63,马海毛主要由哪种动物的被毛制成？,安哥拉山羊,1,1,0,1,0,0,1,0,1,1,1
4df92a511c674a7eaba13ca8a3a5abcf,在统计学中用于求和、求积或求平均时施加不同权重的函数被称为什么？,权重函数,1,1,1,1,1,1,1,1,1,1,0
1079ef1ce5dd427aa20adf778748f8bf,自发地理信息的概念是由谁在2007年提出的？,M.F. Goodchild,1,1,1,0,1,1,1,0,1,1,0
ea4c76d6cb4449ee9f6b7a58b33d2524,国际测量师联合会是在哪一年成立的？,1878,0,1,0,0,0,0,1,0,1,1,0
d6a16c9758934c68853449168329d699,龟山岛的最高峰海拔高度是多少米？,398,0,0,0,0,0,0,1,0,0,0,1
42febd55f53f4f22be074ebd14c55252,中国大陆的地图服务商需要使用哪种国测局特制的坐标系？,GCJ-02,0,1,1,1,1,0,0,0,1,1,1
4a48bfe2493b4af79aff9c848b34f194,在地平坐标系中使用的基面是什么？,地平面,0,1,0,0,0,0,1,1,1,1,1
49ee25afd96c443aaa1deee0737a89b7,水体中的物理净化主要包括哪三个过程？,稀释、扩散、沉淀,0,0,0,0,0,0,1,0,0,0,0
1055c64542d447faa67ff746e2ccd1961,在大地测量坐标系中，空间直角坐标系的Z轴与地球的哪个轴重合？,地球平均自转轴,1,1,1,1,1,0,0,1,1,1,1
b10ec1ae660d4e83b9c453ea5e31096e,被称为地理信息系统(GIS)之父的人是谁？,罗杰·汤姆林森 (Roger Tomlinson) ,0,0,1,1,1,1,1,1,1,1,1
40fe3dce89034bef938b1b10b9d3e51d,在经典测量平差方法中，通常选取什么作为最优化准则来处理观测误差？,最小二乘准则,1,1,1,1,1,1,1,1,1,1,1
daea1e7f71f34abea1625c9fbb289c90,伽利略定位系统是哪个国家或地区的卫星导航系统？,欧盟,1,1,1,1,1,1,1,1,1,1,0
f024be68a445428b919b904b4d80fb17,北纬25°15′47″；东经55°17′50″是哪个城市？,迪拜,1,1,1,1,0,0,0,1,1,1,1
1f70355253a44cfe8d4232228c377e6d,1985年黄海高程基准计算的国家水准原点高程是多少米？,72.26,1,1,1,1,1,1,1,0,1,1,1
1055c64542d447faa67ff746e2ccd196,地球椭球的第一偏心率是如何定义的？,e = \\frac{\\sqrt{a^2 - b^2}}{a},1,0,1,1,0,1,0,0,0,0,0
1534ed854dec4635b9a60a907f1e35ad,天地图是哪一年正式宣布上线的？,2011,0,1,0,0,0,0,0,1,1,0,0
c9e06b726868405bb8d9d497e6732a98,GPS卫星发射的L1载波的频率是多少？,1575.42 MHz,1,1,1,1,1,1,1,1,1,1,1
cafed56bb176434a936018dd41c81ee8,最先叙述和粗浅地解释了风、云等天气现象的世界上最早关于气象学的书籍是哪本？,《气象汇论》,0,0,0,1,0,0,0,0,1,0,0
1c64a7ad623748be91fc664199f7b243,卡西特里德岛的名称来源于哪种金属的希腊文？,锡,1,1,1,1,1,0,0,1,1,1,0
a873ebde7ce0421ba9de36be0bd2914e,1945年8月9日在哪个城市发生的原子弹爆炸产生了蘑菇云？,长崎市,1,1,1,1,1,1,1,1,1,1,1
080f648f3836475696c4fdd92d22f801,光气的化学式是什么？,COCl2,1,1,1,1,1,1,1,1,1,1,1
997187806f5940e1a5782e74ab422648,PICRUSt首次发布于哪一年？,2013,0,1,1,1,0,0,1,0,1,1,1
582b6dff6b0f43f99dbcfaf747ed5def,甲烷氧化菌在氧化甲烷的过程中首先将甲烷转化为什么化学物质？,甲醇,1,1,1,1,1,1,1,0,0,1,1
8858ce01d27c4ed9a122c7860629ac6a,反照率范围从新雪的0.9到什么物质的0.04？,黑色木炭,0,0,0,0,1,0,1,0,1,0,0
5a64e8966d114c32a04aac352db32e9b,世界上流域面积最大的河流是哪一条河流？,亚马逊河,1,1,1,1,1,1,1,1,1,1,1
e80253bb8ac24e16b44ce6793f8fca9a,定向半球反射率在光学术语中有时被称为什么？,黑色天空反照率,0,0,0,0,0,1,0,0,1,0,0
e811e8260013418993c5632c978c1ad6,广西最北边的是哪个市？,桂林市,0,1,1,1,1,0,1,0,1,1,1
f007394263d1414e8a260cd63cc97fd5,在什么温度下，纯水滴在没有冰核粒子的情况下开始均匀冻结？,-37°C,0,0,0,0,0,0,1,0,0,0,1
1a0b024ea8d144cc9d9508f7a8e6bb4c,西风槽穿过青藏高原后会分为哪两个支槽？,北支槽和南支槽,0,0,1,1,1,0,1,1,1,1,1
4ed25f03e44f4f3096a6476d8e6bda11,在天气术语中，当云层至少占据天空的百分之多少时，被称为Overcast？,95,0,0,0,0,1,0,1,0,0,0,1
0f0091961b5f485c9c29fc738cae0b61,柬埔寨境内的最高峰是哪座山？,奥拉山（Phnom Aural）,1,1,0,1,0,1,1,0,1,1,0
f548ad8a61204260afe7ed3ff7297935,能源与环境科学期刊自哪一年开始出版？,2008,0,1,1,1,0,0,1,1,1,0,1
9aa411804cb44cb4a3d8b76b780bf07b,2005年台风玛娃在日本产生的最高风速是多少公里每小时？,230,0,0,0,0,0,0,0,0,0,0,0
ce2e2c28f347467d9f97a92a87275935,环境荷尔蒙是由井口泰泉教授和哪个组织最初在日本命名的？,NHK,0,0,0,0,0,0,0,0,0,0,0
06d88fb1cefb48eca376a26300d508c7,平流层的热源主要是什么？,臭氧,0,1,0,1,1,1,1,1,1,1,0
c9d17c7044d940528352f85e27516216,科学名为Clostridioides difficile的细菌是哪一年被发现的？,1935,1,1,0,1,1,0,1,0,1,1,1
a5e4cb1290be4a40afedc74214fcfcf6,在北美洲大湖区常见的暴力海上风暴现象被称为什么？,无形飑,0,0,0,0,0,0,0,0,0,0,1
5c6de42dcf9740cfac14cb163ce011f9,季风槽是指跨赤道季风和什么风的幅合产生的？,偏东信风,1,0,0,0,0,0,0,0,0,0,0
2f220c39ccea4edabd076396eeb23f27,五水合硫酸铜的化学式是什么？,CuSO4·5H2O,1,1,1,1,1,1,1,1,1,1,1
01083fedb33e4d98b87a13ef913c5ba8,根据IPCC的报告，人类活动导致2010-2019年地表温度相较于1850-1900年平均水平上升的最佳估计值是多少？,1.07°C,0,1,0,1,0,0,1,1,1,0,1
ea178437ba7a4a8caf5f749f011ccb1c,1984年被引入用于全球定位和地理信息系统的大地测量系统是什么？,WGS84,1,1,1,0,1,1,1,1,1,1,1
7c42b2e8e5e945f7aa8c03d2745616ce,鲁道夫·耶尼施于1973年通过引入外源DNA创造的转基因动物是什么？,小鼠,1,1,1,1,0,1,1,0,0,1,1
9e28972df22f4ec8825cd9bff0d77c45,爱尔兰网格参考系统划分的每个网格方块的面积是多少平方千米？,10000,0,0,0,0,0,0,0,0,0,0,0
1b355dcf2c9b433b941e0f410da081f9,牙齿植入物使用骨整合术是从哪一年开始广泛应用的？,1981,0,0,1,0,0,0,0,0,0,0,0
0d69786156a34214b998bd43414d718c,在英国，ONS编码为09UE的是哪个行政区？,南贝德福德郡,0,0,0,0,0,0,0,0,0,0,0
a41f80c2e90e4f7d9bf95864d07a8099,复合城市的概念是在哪一年由派屈克·格迪斯提出的？,1915,0,1,1,1,1,1,0,0,0,0,1
f8de39067eee48b3a3149e23a7e23855,哪位中国科学家首先研制成功了转基因鱼？,朱作言,0,0,1,1,0,1,1,1,1,1,1
d0783ae2f0474f5ba0943dd5883cbab5,在莱茵衣藻中第134位的氨基酸由组胺酸突变为什么后该蛋白质可以产生两倍的光电流,精胺酸,0,0,0,0,0,0,0,0,0,1,0
9a145919771c4fa5b8d403568c9205b0,改哪位科学家采用人工刺激蟾蜍成熟卵，成功研究了两栖类人工单性生殖？,朱洗,0,0,0,0,0,1,1,0,1,1,0
6a3a600731b14d668bf00628a8bc283a,在第几次缔约方大会的一般性会议里，深入讨论了对转基因生物进出口的管理？,8,0,0,0,0,0,0,0,0,0,0,0
9658568b8d5445dd84ec138ca736b3eb,电荷泵倍压器若不考虑漏电流的效应，且假设没有负载，其输出电压通常是输入电压的多少倍？,两倍,1,0,1,1,1,1,1,1,1,1,1
091fb91fd2e14315bf3f52eb66af1b23,谁是绞碎机的发明者并于1927年提出了这个概念？,John W. Hammes,0,0,0,1,0,0,0,0,0,0,0
877eb3c0472e4a4fb747c330f74485d6,什么装置被用于将交流电转换为直流电？,整流器,1,1,1,1,1,1,1,1,1,1,1
2f25ffc92d374ee9900bd16e26b41510,重组牛生长激素包含多少个氨基酸？,191,1,1,1,1,1,1,1,0,1,1,0
186465c7f0104e54bcdd2756034c1c22,信号-量化杂讯比（Signal-to-quantization-noise ratio）是用什么单位表示的?,分贝,1,1,1,1,1,1,1,1,1,1,1
4d71e30ecb2d4ce7a5b11d31f5491f04,最简单的锁存器被称为什么？,SR锁存器,1,1,1,1,1,0,1,1,0,1,0
c1937b02d2734cb6a5083f8d05495ba8,AbioCor是哪个公司生产的人造心脏？,阿比奥梅德（Abiomed）,1,1,1,1,1,0,1,1,1,1,1
4d9f3074e41c440ab4b6fca2c9a3742f,1859年发明的最早的蓄电池是哪种类型？,铅蓄电池,0,1,1,1,1,1,1,1,1,1,1
70655dd3521247439c1816ab7ccbad50,Consumer Electronics Control (CEC) 是基于哪个标准的协议来完成远程控制功能的？,CENELEC标准的AV.link协议,0,0,0,0,0,0,0,0,1,0,0
37e8f0b373974087b20ed3a077394821,"在两引物之间另合成一条寡核苷酸链(内部寡核苷酸)标记后做探针,再与PCR产物杂交被称为什么杂交技术？",Southern印迹杂交,0,0,0,1,0,0,0,0,0,0,0
e852d4936a53423aa8f2126598411aef,在POSIX线程中，用于初始化互斥锁的函数是什么？,pthread_mutex_init(),1,1,1,1,1,1,1,1,1,1,1
de094e676ac64b7797d6739a72236cf2,电池箱标准技术要求中，电池直径小于多少毫米时不能被直钢针桥接？,0.5,0,0,0,0,0,0,0,0,1,0,0
6680187238164aeaac6fea5d5d1377eb,1987年签署的协议名，规定了减少及限制氟氯碳化合物的生产是哪一个？,蒙特利尔议定书,1,1,1,1,1,1,1,1,1,1,1
7d37c6547a144692b95f26461f7213a4,在1968年–1970年发光二极管引入后，制造商将电灯泡及氖灯改成LED，调变频率最高可以达到多少Hz？,250,0,0,0,0,0,0,0,0,0,0,0
e58b7b3ae25f4e0d89d1299827799fca,垂直空白间隙是在何种扫描技术中的现象？,隔行扫描,0,0,0,0,0,0,0,0,0,1,1
6e22e94239a8411cb5d56dc5c80d55d9,在低压系统中保护接地的电阻值应当不超过多少欧姆,4,1,1,1,1,1,1,1,1,1,1,1
225f53f87670482b823ba5a870a1990d,电力系统中视在功率的单位是什么？,伏安（VA）,1,1,1,1,1,1,1,1,1,1,1
